NP_ID	Noun	NP_Morph	NP_Gloss	ASP	CNJ	POS	PSS	PHI	SEM	MRK	DRV	DET	NPS	NUM	ANM	SYN	DEF	REF
MT04202	ńoł -əł -ən	ńoł -əł -ən	клюв 3SG LOC	p	sbj	s	1	3s	bod	loc	nul	nul	0	s	non	iob	1	1
MT04203	pɔxśa -ije	mołti wurti pɔxśa -ije	что-то красный большой предмет	p	sbj	s	0	n	n	nul	предмет	nul	0	s	non	obj	0	1
MT04301	mɔś	mɔś	Мощ	p	sbj	a	0	n	n	nul	nul	nul	0	s	hum	app	1	1
MT04302	xǫ -j -ən	mɔś xǫ -j -ən	Мощ мужчина STEM 2/3DU	p	sbj	s	1	2/3d	dis	nul	nul	nul	0	s	hum	app	1	1
MT04303	sawnԑ	sawnԑ	сорока	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	sbj	1	1
MT04304	soxəm	soxəm	нить	p	obj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	1
MT04305	pɔxəl	soxəm pɔxəl	нить клубок	p	obj	s	0	n	n	nul	nul	nul	1	s	non	obj	0	1
MT04306	sawnԑ -leŋke -ł	sawnԑ -leŋke -ł	сорока DIM 3SG	p	sbj	s	1	3s	dis	nul	dim	nul	0	s	anm	sbj	1	1
MT04401	soxəm	soxəm	нить	p	obj	s	0	n	n	nul	nul	nul	0	s	non	obj	1	1
MT04402	wɔj -ən	wɔj -ən	зверь LOC	p	obj	s	0	n	n	loc	nul	nul	0	s	anm	iob	0	0
MT04501	soxəm	soxəm	нить	p	obj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT04502	pɔxl -əł	soxəm pɔxl -əł	нить клубок 3SG	p	obj	s	1	3s	own	nul	nul	nul	1	s	non	obj	1	1
MT04701	xăr	xăr	место	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	1
MT04702	muw	xăr muw	место земля	i	sbj	s	0	n	n	nul	nul	nul	1	s	non	obj	0	1
MT04801	xăr	xăr	место	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT04802	muw -a	xăr muw -a	место земля DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
MT04803	andrap	andrap	Андрап	p	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT04804	śɔrəs	andrap śɔrəs	Андрап море	p	sbj	p	0	n	n	nul	nul	nul	1	s	non	sbj	1	1
MT04901	śɔrs -əł	joxan -əŋ śɔrs -əł	река ATTR море 3SG	i	obj	s	1	3s	dis	nul	nul	nul	0	s	non	obj	1	1
MT04902	pԑlk -a	joxan -əŋ śɔrs -əł pԑlk -a	река ATTR море 3SG сторона DAT	i	obj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
MT05001	kǫs -əł	kǫs -əł	сила 3SG	i	sbj	s	1	3s	oth	nul	nul	nul	0	s	non	sbj	0	0
MT05201	wurśək -lԑ	wurśək -lԑ	трясогузка DIM	i	sbj	s	0	n	n	nul	dim	nul	0	s	anm	sbj	1	1
MT05202	mewł -əł -ən	mewł -əł -ən	грудь 3SG LOC	i	sbj	s	1	3s	bod	loc	nul	nul	0	s	non	iob	1	1
MT05203	pun -ije	piti pun -ije	черный пух DIM	i	sbj	s	0	n	n	nul	dim	nul	0	s	non	obj	0	1
MT05301	xǫ -j -əł	in xǫ -j -əł	этот мужчина STEM 3SG	i	sbj	s	1	3s	dis	nul	nul	in	0	s	hum	sbj	1	1
MT05302	jǫxəł -ən	jǫxəł -ən	лук LOC	p	obj	s	0	n	n	loc	nul	nul	0	s	non	iob	1	1
MT05303	ńɔł -ən	ńɔł -ən	стрела LOC	p	obj	s	0	n	n	loc	nul	nul	0	s	non	iob	1	1
MT05304	wurśək -lԑ	śi wurśək -lԑ	этот трясогузка DIM	p	obj	s	0	n	n	nul	dim	si	0	s	anm	obj	1	1
MT05401	wurśək -leŋke -ł	wurśək -leŋke -ł	трясогузка DIM 3SG	i	sbj	s	1	3s	dis	nul	dim	nul	0	s	anm	sbj	1	1
MT05701	šarp	šarp	шарф	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	sbj	0	1
MT05801	šarp	śi šarp	этот шарф	p	obj	s	0	n	n	nul	nul	si	0	s	non	obj	1	1
MT05802	sapł -en -a	sapł -en -a	шея 2SG DAT	p	obj	s	1	2s	bod	dat	nul	nul	0	s	non	iob	1	1
MT05901	šarp -en	śi šarp -en	этот шарф 2SG	p	obj	s	1	2s	dis	nul	nul	si	0	s	non	obj	1	1
MT05902	andrap	andrap	Андрап	p	obj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT05903	śɔrəs	andrap śɔrəs	Андрап море	p	obj	p	0	n	n	psp	nul	nul	1	s	non	pob	1	1
MT06001	śɔrəs	śɔrəs	море	i	sbj	s	0	n	n	psp	nul	nul	0	s	non	pob	1	1
MT06002	śɔrəs	śɔrəs	море	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT06003	pԑlk -a	śɔrəs tom pԑlk -a	море тот сторона DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
MT06101	ime -ł	ime -ł	жена 3SG	i	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
MT06102	tăxi -j -ən	ime -ł wǫł -əm tăxi -j -ən	жена 3SG жить PFV.PART место STEM LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	1	1
MT06103	katʼer	mołsər katʼer	какой-то катер	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	sbj	0	1
MT06201	ime -ł	ime -ł	жена 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
MT06301	xɔt	xɔt	дом	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT06302	suŋ -əł	xǫłəm xɔt suŋ -əł	три дом угол 3SG	p	sbj	s	1	3s	own	nul	nul	nul	1	s	non	sbj	0	1
MT06303	xɔt	xɔt	дом	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT06304	suŋ -əł	i xɔt suŋ -əł	один дом угол 3SG	i	sbj	s	1	3s	own	nul	nul	i	1	s	non	sbj	0	1
MT06305	nǫm -ən	nǫm -ən	верх LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
MT06401	aŋkəł	aŋkəł	пень	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	sbj	0	1
MT06402	xănti	xănti	человек	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	sbj	0	1
MT06403	aŋkəł	xănti ewt -əm aŋkəł	человек резать PFV.PART пень	p	sbj	s	0	n	n	psp	nul	nul	0	s	non	pob	1	1
MT06404	xɔłłəp -a	xɔłłəp -a	слеза DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	0
MT06501	nԑ	nԑ	женщина	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	1	1
MT06502	xănti	nԑ xănti	женщина человек	p	sbj	s	0	n	n	nul	nul	nul	1	s	hum	sbj	1	1
MT06503	noms -a	nԑ xănti noms -a	женщина человек мысль DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	0
MT06601	wurśək -lԑ	wurśək -lԑ	трясогузка DIM	p	sbj	s	0	n	n	nul	dim	nul	0	s	anm	sbj	1	1
MT06801	wurśək -leŋki	wurśək -leŋki	трясогузка DIM	i	sbj	s	0	n	n	nul	dim	nul	0	s	anm	sbj	1	1
MT06802	toxł -əł	toxł -əł	крыло 3SG	i	obj	s	1	3s	bod	nul	nul	nul	0	s	non	gen	1	1
MT06803	šǫp -a	toxł -əł šǫp -a	крыло 3SG кусок DAT	i	obj	s	0	n	n	dat	nul	nul	1	s	non	iob	0	1
MT06804	wurśək -leŋki	wurśək -leŋki	трясогузка DIM	p	obj	s	0	n	n	nul	dim	nul	0	s	anm	obj	1	1
MT06901	wurśək -leŋki	wurśək -leŋki	трясогузка DIM	i	sbj	s	0	n	n	nul	dim	nul	0	s	anm	sbj	1	1
MT07101	toxł -ԑm	toxł -ԑm	крыло 1SG	p	sbj	s	1	1s	bod	nul	nul	nul	0	s	non	obj	1	1
MT07102	toxəł -ən	toxəł -ən	крыло LOC	p	obj	s	0	n	n	loc	nul	nul	0	s	non	iob	1	1
MT07201	wԑr	śit aj wԑr	это маленький дело	i	obj	s	0	n	n	nul	nul	si	0	s	non	sbj	1	1
MT07301	sumət	sumət	береза	p	obj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	1
MT07302	nuw	sumət nuw	береза ветка	p	obj	s	0	n	n	nul	nul	nul	1	s	non	obj	0	1
MT07303	soxəm -ən	soxəm -ən	нить LOC	p	obj	s	0	n	n	loc	nul	nul	0	s	non	iob	1	1
MT07304	wurśək -lԑ	wurśək -lԑ	трясогузка DIM	p	obj	s	0	n	n	nul	dim	nul	0	s	anm	gen	1	1
MT07305	mărək	wurśək -lԑ mărək	трясогузка DIM крыло	p	obj	s	0	n	n	nul	nul	nul	1	s	non	obj	1	1
MT07401	wurśək -leŋki	wurśək -leŋki	трясогузка DIM	p	sbj	s	0	n	n	nul	dim	nul	0	s	anm	sbj	1	1
MT07501	xǫ -j -əł	xǫ -j -əł	мужчина STEM 3SG	p	sbj	s	1	3s	dis	nul	nul	nul	0	s	hum	sbj	1	1
MT07701	wurśək -leŋki	wurśək -leŋki	трясогузка DIM	i	sbj	s	0	n	n	nul	dim	nul	0	s	anm	sbj	1	1
MT07702	mewł -əł	mewł -əł	грудь 3SG	p	sbj	s	1	3s	bod	psp	nul	nul	0	s	non	pob	1	1
MT07703	jintəp	łapət jintəp	семь игла	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	1
MT07801	wurśək -leŋki	wurśək -leŋki	трясогузка DIM	p	sbj	s	0	n	n	nul	dim	nul	0	s	anm	sbj	1	1
MT07802	jintəp -əł	łapət jintəp -əł	семь игла 3SG	p	sbj	s	1	3s	dis	nul	nul	nul	0	s	non	sbj	1	1
MT07803	xǫ -j -əł -ən	xǫ -j -əł -ən	мужчина STEM 3SG LOC	p	sbj	s	1	3s	dis	loc	nul	nul	0	s	hum	iob	1	1
MT07804	săx -a	săx -a	шуба DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
MT07901	wurśək -leŋke -n -ən	wurśək -leŋke -n -ən	трясогузка DIM 2SG LOC	i	sbj	s	1	2s	dis	loc	dim	nul	0	s	anm	iob	1	1
MT08001	łałʼ	łałʼ	война	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT08002	jɔx	łałʼ jɔx	война люди	p	sbj	s	0	n	n	psp	nul	nul	1	s	hum	pob	0	1
MT08003	mewł -en	mewł -en	грудь 2SG	p	sbj	s	1	2s	bod	psp	nul	nul	0	s	non	pob	1	1
MT08004	jintəp -en	łapət jintəp -en	семь игла 2SG	p	sbj	s	1	2s	dis	nul	nul	nul	0	s	non	obj	1	1
MT08005	uŋəł -a	uŋəł -a	рот DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
MT08006	łałʼ	łałʼ	война	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT08007	jɔx	śi łałʼ jɔx	этот война люди	p	sbj	s	0	n	n	nul	nul	si	1	s	hum	gen	1	1
MT08008	kur	śi łałʼ jɔx kur	этот война люди нога	p	sbj	s	0	n	n	nul	nul	si	1	s	non	gen	1	1
MT08009	păti -ł -ał	śi łałʼ jɔx kur păti -ł -ał	этот война люди нога дно PL 3SG	p	sbj	s	1	3s	bod	nul	nul	si	1	p	non	sbj	1	1
MT08010	jɔš -ł -ał	jɔš -ł -ał	рука PL 3SG	p	sbj	s	1	3s	bod	nul	nul	nul	0	p	non	obj	1	1
MT08011	piś	piś	чудо	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
MT08101	wurśək -leŋke -n	wurśək -leŋke -n	трясогузка DIM 2SG	p	sbj	s	1	2s	dis	nul	dim	nul	0	s	anm	sbj	1	1
MT08201	xǫ -j -əł	xǫ -j -əł	мужчина STEM 3SG	p	sbj	s	1	3s	dis	nul	nul	nul	0	s	hum	sbj	1	1
MT08202	kur -ən	kur -ən	нога LOC	p	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
MT08301	xǫ -j -əł	xǫ -j -əł	мужчина STEM 3SG	p	sbj	s	1	3s	dis	nul	nul	nul	0	s	hum	sbj	1	1
MT08302	łałʼ	łałʼ	война	p	obj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT08303	jɔx	łałʼ jɔx	война люди	p	obj	s	0	n	n	nul	nul	nul	1	s	hum	sbj	1	1
MT08401	wurśək -leŋke -n	wurśək -leŋke -n	трясогузка DIM 2SG	p	sbj	s	1	2s	dis	nul	dim	nul	0	s	anm	sbj	1	1
MT08501	łałʼ	łałʼ	война	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT08502	jɔx	tăm łałʼ jɔx	этот война люди	p	sbj	s	0	n	n	nul	nul	tam	1	s	hum	gen	1	1
MT08503	kur	tăm łałʼ jɔx kur	этот война люди нога	p	sbj	s	0	n	n	nul	nul	tam	1	s	non	gen	1	1
MT08504	păti -ł -ał	tăm łałʼ jɔx kur păti -ł -ał	этот война люди нога дно PL 3SG	p	sbj	s	1	3s	bod	nul	nul	tam	1	p	non	sbj	1	1
MT08505	jɔš -ł -ał	jɔš -ł -ał	рука PL 3SG	i	sbj	s	1	3s	bod	nul	nul	nul	0	p	non	obj	1	1
MT08506	piś	piś	чудо	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
MT08601	jɔx -ł -ał	śi jɔx -ł -ał	этот люди PL 3SG	p	sbj	s	1	3s	dis	psp	nul	si	0	p	hum	pob	1	1
MT08701	ałəŋ	ałəŋ	утро	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT08702	xătəł	ałəŋ xătəł	утро солнце	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	0	0
MT08703	pԑlək -ən	ałəŋ xătəł pԑlək -ən	утро солнце сторона LOC	p	sbj	s	0	n	n	loc	nul	nul	1	s	non	iob	1	1
MT08704	imԑ -ŋən ikԑ -ŋən	ałəŋ xătəł pԑlək -ən wǫł -ti imԑ -ŋən ikԑ -ŋən	утро солнце сторона LOC жить IPFV.PART жена DU муж DU	p	sbj	s	0	n	n	psp	nul	nul	0	d	hum	pob	1	1
MT08704	imԑ -ŋən	imԑ -ŋən	жена DU	p	sbj	s	i	n	n	psp	nul	nul	0	d	hum	pob	1	1
MT08705	ikԑ -ŋən	ikԑ -ŋən	муж DU	p	sbj	s	i	n	n	psp	nul	nul	0	d	hum	pob	1	1
MT08801	łałʼ	łałʼ	война	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT08802	jɔx	łałʼ jɔx	война люди	i	sbj	s	0	n	n	nul	nul	nul	1	s	hum	sbj	1	1
MT08901	wurśək -leŋke -ł	wurśək -leŋke -ł	трясогузка DIM 3SG	p	sbj	s	1	3s	dis	nul	dim	nul	0	s	anm	sbj	1	1
MT09101	jintəp -əł	łapət jintəp -əł	семь игла 3SG	p	obj	s	1	3s	dis	nul	nul	nul	0	s	non	obj	1	1
MT09102	uŋəł -a	łuŋəł -a	рот DAT	p	obj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
MT09103	jɔx	jɔx	люди	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	1	1
MT09104	kut	jɔx kut	люди промежуток	p	sbj	s	0	n	n	psp	nul	nul	1	s	non	pob	0	1
MT09201	łałʼ	łałʼ	война	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT09202	jɔx	łałʼ jɔx	война люди	p	sbj	s	0	n	n	nul	nul	nul	1	s	hum	gen	1	1
MT09203	kur	łałʼ jɔx kur	война люди нога	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	1	1
MT09204	păti -ł -ał	łałʼ jɔx kur păti -ł -ał	война люди нога дно PL 3SG	p	sbj	s	1	3s	bod	nul	nul	nul	1	p	non	sbj	1	1
MT09205	jɔš -ł -ał	jɔš -ł -ał	рука PL 3SG	i	sbj	s	1	3s	bod	nul	nul	nul	0	p	non	obj	1	1
MT09206	piś -eł	piś -eł	чудо 3PL	i	sbj	s	1	3p	dis	nul	nul	nul	0	s	non	sbj	0	0
MT09301	jɔx -ł -ał -ən	śi jɔx -ł -ał -ən	этот люди PL 3SG LOC	p	sbj	s	1	3s	dis	loc	nul	si	0	p	hum	iob	1	1
MT09401	xǫ -j -ew	xǫ -j -ew	мужчина STEM 1PL	p	sbj	s	1	1p	dis	nul	nul	nul	0	s	hum	sbj	1	1
MT09501	jɔš -ł -ał kur -ł -ał	jɔš -ł -ał kur -ł -ał	рука PL 3PL нога PL 3PL 	p	sbj	s	1	3p	bod	nul	nul	nul	0	3	non	sbj	1	1
MT09502	jɔš -ł -ał	jɔš -ł -ał	рука PL 3PL	p	sbj	s	i	3p	bod	nul	nul	nul	0	3	non	sbj	1	1
MT09503	kur -ł -ał	kur -ł -ał	нога PL 3PL 	p	sbj	s	i	3p	bod	nul	nul	nul	0	3	non	sbj	1	1
MT09504	piś -eł	piś -eł	чудо 3PL	i	sbj	s	1	3p	dis	nul	nul	nul	0	s	non	sbj	0	0
MT09505	sԑm -ən	sԑm -ən	глаз LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	1	1
MT09601	xǫ -j -əł	xǫ -j -əł	мужчина STEM 3SG	i	sbj	s	1	3s	dis	nul	nul	nul	0	s	hum	sbj	1	1
MT09602	wurśək -leŋke -ł -ən	wurśək -leŋke -ł -ən	трясогузка DIM 3SG LOC	p	sbj	s	1	3s	dis	loc	dim	nul	0	s	anm	iob	1	1
MT09603	xătəł	xătəł	солнце	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT09604	xɔn	xătəł xɔn	солнце царь	i	sbj	s	0	n	n	nul	nul	nul	1	s	hum	gen	1	1
MT09605	wɔš -en	xătəł xɔn wɔš -en	солнце царь город 2SG	i	sbj	s	1	2s	dis	nul	nul	nul	1	s	non	sbj	1	1
MT09701	wurśək -leŋki	wurśək -leŋki	трясогузка DIM	p	sbj	s	0	n	n	nul	dim	nul	0	s	anm	sbj	1	1
MT09801	łałʼ	łałʼ	война	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT09802	jɔx -ł -an	łałʼ jɔx -ł -an	война люди PL 2SG	p	sbj	s	1	2s	dis	nul	nul	nul	1	p	hum	sbj	1	1
MT09901	mewəł -ən	mewəł -ən	грудь LOC	p	obj	s	0	n	n	loc	nul	nul	0	s	non	iob	1	1
MT09902	jintəp -ł -an	jintəp -ł -an	игла PL 2SG	p	obj	s	1	2s	dis	nul	nul	nul	0	p	non	obj	1	1
MT09903	uŋəł -a	uŋəł -a	рот DAT	p	obj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
MT10001	wɔš -a	wɔš -a	город DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
MT10002	pǫšas	wǫn kărəś pǫšas	большой высокий ограда	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	1
MT10201	ałəŋ	ałəŋ	утро	n	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT10202	pԑlək	ałəŋ pԑlək	утро сторона	n	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	1	1
MT10203	imԑ -ŋən ikԑ -ŋən	ałəŋ pԑlək kǫńar imԑ -ŋən ikԑ -ŋən	утро сторона бедный жена DU муж DU	n	sbj	s	0	n	n	nul	nul	nul	1	d	hum	nul	1	1
MT10204	imԑ -ŋən	imԑ -ŋən	жена DU	n	sbj	s	i	n	n	nul	nul	nul	1	d	hum	nul	1	1
MT10205	ikԑ -ŋən	ikԑ -ŋən	муж DU	n	sbj	s	i	n	n	nul	nul	nul	1	d	hum	nul	1	1
MT10206	łił	łił	дыхание	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT10207	ruw -ən	łił ruw -ən	дыхание воздух 2/3DU	p	sbj	s	1	2/3d	oth	nul	nul	nul	1	s	non	obj	0	0
MT10301	łałʼ	łałʼ	война	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT10302	jɔx	in łałʼ jɔx	этот война люди	i	sbj	s	0	n	n	nul	nul	in	1	s	hum	sbj	1	1
MT10303	pǫšas	pǫšas	ограда	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT10304	ɔw -ən	pǫšas ɔw -ən	ограда дверь LOC	i	sbj	s	0	n	n	loc	nul	nul	1	s	non	iob	1	1
MT10401	jintəp	in łapət jintəp	этот семь игла	p	sbj	s	0	n	n	nul	nul	in	0	s	non	obj	1	1
MT10402	uŋəł -a	uŋəł -a	рот DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
MT10403	łałʼ	łałʼ	война	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT10404	jɔx -ł -an	in łałʼ jɔx -ł -an	этот война люди PL 2SG	i	sbj	s	1	2s	dis	nul	nul	in	1	p	hum	gen	1	1
MT10405	piś -eł	piś -eł	чудо 3PL	i	sbj	s	1	3p	dis	nul	nul	nul	1	s	non	sbj	0	0
MT10501	jǫr -eł kǫs -eł	jǫr -eł kǫs -eł	сила 3PL сила 3PL	i	sbj	s	1	3p	oth	nul	nul	nul	0	s	non	sbj	0	0
MT10502	jǫr -eł	jǫr -eł	сила 3PL	i	sbj	s	i	3p	oth	nul	nul	nul	0	s	non	sbj	0	0
MT10503	kǫs -eł	kǫs -eł	сила 3PL	i	sbj	s	i	3p	oth	nul	nul	nul	0	s	non	sbj	0	0
MT10504	jɔx -ł -ał	śi jɔx -ł -ał	этот люди PL 3SG	p	sbj	s	1	3s	dis	psp	nul	si	0	p	hum	pob	1	1
MT10601	ɔw -əł	ɔw -əł	дверь 3SG	p	obj	s	1	3s	dis	nul	nul	nul	0	s	non	obj	1	1
MT10701	tǫrəm	tǫrəm	небо	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT10702	xɔn	tǫrəm xɔn	небо царь	p	sbj	s	0	n	n	nul	nul	nul	1	s	hum	sbj	1	1
MT10703	iki	tǫrəm xɔn iki	небо царь мужчина	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	sbj	1	1
MT10801	ime -ł	ime -ł	жена 3SG	i	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
MT10802	tǫrəm	tǫrəm	небо	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT10803	xɔn	tǫrəm xɔn	небо царь	i	sbj	s	0	n	n	nul	nul	nul	1	s	hum	gen	1	1
MT10804	ike -ł	tǫrəm xɔn ike -ł	небо царь мужчина 3SG	i	sbj	s	1	3s	dis	psp	nul	nul	1	s	hum	pob	1	1
MT10805	łăŋkər -ŋəł	łăŋkər -ŋəł	плечо DU.POSS	i	sbj	s	1	3s	bod	nul	nul	nul	0	dp	non	obj	1	1
MT10901	ime -n	śi ime -n	этот женщина 2SG	p	sbj	s	1	2s	dis	nul	nul	si	0	s	hum	sbj	1	1
MT11001	tǫrəm	tǫrəm	небо	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT11002	xɔn	tǫrəm xɔn	небо царь	i	sbj	s	0	n	n	nul	nul	nul	1	s	hum	gen	1	1
MT11003	ike -n	tǫrəm xɔn ike -n	небо царь мужчина 2SG	i	sbj	s	1	2s	dis	nul	nul	nul	1	s	hum	sbj	1	1
MT11004	ime -ł	ime -ł	жена 3SG	i	sbj	s	1	3s	fam	psp	nul	nul	0	s	hum	pob	1	1
MT11201	ime -ł	ime -ł	жена 3SG	i	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
MT11301	xǫ -j -ԑm	xǫ -j -ԑm	мужчина STEM 1SG	p	sbj	s	1	1s	fam	nul	nul	nul	0	s	hum	sbj	1	1
MT11501	mɔj	mɔj	гость	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
MT11502	xǫ	mɔj xǫ	гость мужчина	p	sbj	s	0	n	n	nul	nul	nul	1	s	hum	sbj	1	1
MT11503	śarka -j -ən	aj śarka -j -ən	маленький чарка STEM LOC	p	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	1
MT11601	śarka -j -əł	śarka -j -əł	чарка STEM 3SG	p	sbj	s	1	3s	dis	nul	nul	nul	0	s	non	obj	1	1
MT11602	łałʼ	łałʼ	война	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT11603	jɔx	łałʼ jɔx	война люди	p	sbj	s	0	n	n	nul	nul	nul	1	s	hum	sbj	1	1
MT11604	tǫrəm	tǫrəm	небо	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT11605	xɔn	tǫrəm xɔn	небо царь	p	sbj	s	0	n	n	nul	nul	nul	1	s	hum	gen	1	1
MT11606	iki	tǫrəm xɔn iki	небо царь мужчина	p	sbj	s	0	n	n	nul	nul	nul	1	s	hum	sbj	1	1
MT11701	sapł -əł	sapł -əł	шея 3SG	p	obj	s	1	3s	bod	nul	nul	nul	0	s	non	obj	1	1
MT11702	šǫp -i	šǫp -i	половина DAT	p	obj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	0
MT11801	jintəp -ł -ał -a	in jintəp -ł -ał -a	этот игла PL 3SG DAT	p	sbj	s	1	3s	dis	dat	nul	in	0	p	non	iob	1	1
MT11802	uŋəł -a	uŋəł -a	рот DAT	p	obj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
MT11803	jintəp -ł -ał	śi jintəp -ł -ał	этот игла PL 3SG	p	obj	s	1	3s	dis	nul	nul	si	0	p	non	obj	1	1
MT11804	łałʼ	łałʼ	война	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT11805	jɔx -ł -ał	łałʼ jɔx -ł -ał	война люди PL 3SG	i	sbj	s	1	3s	dis	nul	nul	nul	1	p	hum	sbj	1	1
MT11806	piś -eł	piś -eł	чудо 3PL	i	sbj	s	1	3p	dis	nul	nul	nul	0	s	non	sbj	0	0
MT11901	śarka	xǫłəm śarka	три чарка	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	1
MT11902	an -ije	xǫłəm śarka aj an -ije	три чарка маленький посуда DIM	p	sbj	s	0	n	n	nul	dim	nul	1	s	non	obj	0	1
MT12001	jintəp -ł -ał	jintəp -ł -ał	игла PL 3SG	p	sbj	s	1	3s	dis	psp	nul	nul	0	p	non	pob	1	1
MT12002	wurśək -leŋke -ł	wurśək -leŋke -ł	трясогузка DIM 3SG	p	sbj	s	1	3s	dis	nul	dim	nul	0	s	anm	sbj	1	1
MT12003	jasŋ -ət	jasŋ -ət	слово PL	p	sbj	s	0	n	n	nul	nul	nul	0	p	non	sbj	1	1
MT12004	noms -əł -a	noms -əł -a	мысль 3SG DAT	p	sbj	s	1	3s	oth	dat	nul	nul	0	s	non	iob	0	0
MT12101	xɔp jux	xɔp jux	осина LOC	p	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	1
MT12102	śi xǫ -j -ł	śi xǫ -j -ł	этот мужчина STEM PL 2SG	p	sbj	s	1	2s	dis	nul	nul	si	0	p	hum	sbj	1	1
MT12201	xɔp	xɔp	осина	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	sbj	1	1
MT12202	tǫrəm	tǫrəm	небо	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
